SKN,Station.Name,Observer,Network,Island,ELEV.m.,LAT,LON,NCEI.id,NWS.id,NESDIS.id,SCAN.id,SMART_NODE_RF.id
257.1,Nakula,KAUPO RANCH,STATE,MA,479,20.65514412,-156.1921934,NA,NA,NA,NA,NA
257.2,Keeke,KAUPO RANCH,KaupoRanch,MA,259,20.64419167,-156.1613333,NA,NA,NA,NA,NA
257.3,Red Tank,KAUPO RANCH,STATE,MA,157,20.63348,-156.1455286,NA,NA,NA,NA,NA
257.4,Store,KAUPO RANCH,STATE,MA,86,20.63653566,-156.1219188,NA,NA,NA,NA,NA
258,KIPAHULU 258,HA RANCH,COOP,MA,79,20.65347899,-156.0555337,USC00514634,NA,NA,NA,NA
258.1,Kipahulu,KIPAHULU SUGAR,STATE,MA,95,20.65514546,-156.0555337,NA,NA,NA,NA,NA
258.2,Kaupo Mokulau,JS GARNETT,STATE,MA,87,20.64347946,-156.1071974,NA,NA,NA,NA,NA
258.3,Kaupo 500,USDA FRUIT FLY LAB,STATE,MA,152,20.6451459,-156.1071975,NA,NA,NA,NA,NA
258.4,Kukuiula Gulch,USGS,USGS,MA,27,20.65097896,-156.0755325,NA,NA,NA,NA,NA
258.5,Palikea,HANA RANCH,STATE,MA,317,20.66792039,-156.3905171,NA,NA,NA,NA,NA
258.6,OHE'O 258.6,HALEAKALA TL PK,COOP,MA,24,20.662925,-156.04248,USC00517000,NA,NA,NA,NA
259,HQ Headquaters,KAUPO RANCH,STATE,MA,303,20.64831111,-156.1355667,NA,NA,NA,NA,NA
259.1,Noholoku,KAUPO RANCH,KaupoRanch,MA,698.6675,20.66223611,-156.1397333,NA,NA,NA,NA,NA
259.2,PANILEIHULU 259.2,KAUPO RANCH,COOP,MA,1088,20.67514273,-156.1355297,USC00517674,NA,NA,NA,NA
259.3,Paliku,HALEAKALA NATL PARK,STATE,MA,1939,20.7168051,-156.1405298,NA,NA,NA,NA,NA
259.4,Central Crater,HALEAKALA NATL PARK,STATE,MA,2232,20.72208203,-156.1985824,NA,NA,NA,NA,NA
259.5,HOLUA CABIN 259.5,HALEAKALA NATL PARK,COOP,BI,2134,20.74152451,-156.2180253,USC00511552,NA,NA,NA,NA
259.6,Castle,KaupoRanch,KaupoRanch,MA,100.7,20.63448889,-156.1262806,NA,NA,NA,NA,NA
259.7,Lucinda,KaupoRanch,KaupoRanch,MA,143.51,20.63345556,-156.1442917,NA,NA,NA,NA,NA
259.8,Puumaneoneo,KaupoRanch,KaupoRanch,MA,108.31,20.62845,-156.1642611,NA,NA,NA,NA,NA
259.9,Ala Akua,KaupoRanch,KaupoRanch,MA,277.15,20.64923889,-156.1305611,NA,NA,NA,NA,NA
260,Keawakapu,HALEAKALA RANCH,STATE,MA,113,20.7168054,-156.4271824,NA,NA,NA,NA,NA
260.1,Kamaole Height,CW BRAM,STATE,MA,39,20.70847282,-156.4405152,NA,NA,NA,NA,NA
260.2,KEAWAKAPU BCH 260.2,AL CORELL,COOP,MA,6,20.69514055,-156.4438484,USC00514193,NA,NA,NA,NA
261,Puu Loa,ULUPALAKUA RANCH,STATE,MA,335,20.68014164,-156.4105163,NA,NA,NA,NA,NA
261.3,TWIN GATES 261.3,KAONOULU RANCH,COOP,MA,399,20.75513527,-156.3771844,USC00518742,NA,NA,NA,NA
262,Kamaole Pen,HALEAKALA RANCH,STATE,MA,542,20.7001399,-156.3888507,NA,NA,NA,NA,NA
263,Kamaole Ah Mee,HALEAKALA RANCH,STATE,MA,604,20.69680683,-156.3838509,NA,NA,NA,NA,NA
264,Waihou,ULUPALAKUA RANCH,STATE,MA,1098,20.66625383,-156.3671848,NA,NA,NA,NA,NA
264.1,Malie,ULUPALAKUA RANCH,STATE,MA,659,20.67708628,-156.3905172,NA,NA,NA,NA,NA
265,Kamaole Mauka,HALEAKALA RANCH,STATE,MA,820,20.7001398,-156.3638517,NA,NA,NA,NA,NA
266,KAUPO GAP,RAWS,RAWS,MA,1228.344,20.68416667,-156.1519444,USR0000HKAU,KPGH1,FA45A6E0,NA,NA
267,KULA HOSPITAL 267,KULA SATORIUM,COOP,MA,916,20.70013977,-156.3555187,USC00515004,NA,NA,NA,NA
267.1,Kula Cabin,BD OF A&F,STATE,MA,1598,20.68847406,-156.3355195,NA,NA,NA,NA,NA
267.2,POLIPOLI SPRINGS 267.2,BD OF A&F,COOP,MA,1875,20.67847493,-156.3288532,USC00518070,NA,NA,NA,NA
267.3,Kula House,HF RICE,STATE,MA,942,20.73013712,-156.3355196,NA,NA,NA,NA,NA
267.4,Kaonoulu,COOKE CM III,STATE,MA,960,20.73291466,-156.3338531,NA,NA,NA,NA,NA
267.8,KULA 1,KULA 1,RAWS,MA,1998.5736,20.68305556,-156.3216667,NA,KLFH1,AA10F12E,NA,NA
276,BIG BOG HN-164,HaleNet,HaleNet,MA,1650,20.72655556,-156.09225,NA,NA,NA,NA,NA
277,HORSHOE PU'U HN-163,HaleNet,HaleNet,MA,1930,20.73630556,-156.1071389,NA,NA,NA,NA,NA
278,TREE LINE HN-162,HaleNet,HaleNet,MA,2195,20.73422222,-156.1228889,NA,NA,NA,NA,NA
278.1,Lakes - Subalpine,Lakes - Subalpine,Little HaleNet,MA,2228,20.73492113,-156.1234398,NA,NA,NA,NA,NA
278.11,Puu Alaea - Cloud forest,Puu Alaea - Cloud forest,Little HaleNet,MA,1993,20.745673,-156.1425145,NA,NA,NA,NA,NA
278.12,Puu Alaea - Forest line,Puu Alaea - Forest line,Little HaleNet,MA,2033,20.74567736,-156.1424321,NA,NA,NA,NA,NA
278.2,Lakes - Forest line,Lakes - Forest line,Little HaleNet,MA,2182,20.735063,-156.1222481,NA,NA,NA,NA,NA
278.3,Lakes - Cloud forest,Lakes - Cloud forest,Little HaleNet,MA,2143,20.73575551,-156.1214124,NA,NA,NA,NA,NA
278.4,Lakes - Alpine,Lakes - Alpine,Little HaleNet,MA,2304,20.73450891,-156.1273482,NA,NA,NA,NA,NA
278.5,Frisbee - Alpine,Frisbee - Alpine,Little HaleNet,MA,2320,20.73857613,-156.1365744,NA,NA,NA,NA,NA
278.6,Frisbee - Subalpine,Frisbee - Subalpine,Little HaleNet,MA,2191,20.74071537,-156.1350318,NA,NA,NA,NA,NA
278.7,Frisbee - Forest line,Frisbee - Forest line,Little HaleNet,MA,2135,20.74195056,-156.1342138,NA,NA,NA,NA,NA
278.71,Frisbee - Cloud forest,Frisbee - Cloud forest,Little HaleNet,MA,2087,20.73622225,-156.1341472,NA,NA,NA,NA,NA
278.8,Puu Alaea - Alpine,Puu Alaea - Alpine,Little HaleNet,MA,2320,20.74402239,-156.1421477,NA,NA,NA,NA,NA
278.9,Puu Alaea - Subalpine,Puu Alaea - Subalpine,Little HaleNet,MA,2075,20.74489428,-156.1421289,NA,NA,NA,NA,NA
279,POHAKAU PALAHA HN-161,HaleNet,HaleNet,MA,2460,20.73061111,-156.1413056,NA,NA,NA,NA,NA
280.1,OheoGulchRGatdamnearKipahulu,OheoGulchRGatdamnearKipahulu,USGS,MA,128.016,20.66836111,-156.0522222,NA,NA,NA,NA,NA
281,HANAHULI 281,G BUTLER,COOP,MA,116,20.68847527,-156.017203,USC00511148,NA,NA,NA,NA
282,HAMOA 282,HAROLD ASHWORTH,COOP,MA,32,20.71180528,-156.0010931,USC00511100,NA,NA,NA,NA
296,Olowalu-P Mill,PIONEER MILL,STATE,MA,2,20.80877472,-156.6231608,NA,NA,NA,NA,NA
296.1,OLOWALU 296.1,PIONEER MILL,COOP,MA,8,20.81179866,-156.618842,USC00517059,NA,NA,NA,NA
296.2,Olowalu,A HANEBURG,STATE,MA,5,20.81013222,-156.6221752,NA,NA,NA,NA,NA
297,Olowalu,USGS,USGS,MA,40,20.82305556,-156.6341667,NA,NA,NA,NA,NA
301,UKUMEHAME 301,PIONEER MILL,COOP,MA,23,20.8034657,-156.5871762,USC00518750,NA,NA,NA,NA
302,MAALAEA BAY,NWS,STATE,MA,302,20.7903,-156.514,NA,P36,15DF05C6,NA,NA
307,Reservior 9,WAILUKU SUGAR,STATE,MA,91,20.81846461,-156.5138451,NA,NA,NA,NA,NA
307.1,Puuhele,WAILUKU SUGAR,STATE,MA,27,20.80179921,-156.5071788,NA,NA,NA,NA,NA
307.2,POHAKEA BRIDGE 307.2,WAILUKU SUGAR,COOP,MA,50,20.81346495,-156.5071787,USC00518060,NA,NA,NA,NA
307.3,F908,F908,HC&S,MA,41,20.80713456,-156.5024709,NA,NA,NA,NA,NA
310,Field 906 Vil 7,HC&S,STATE,MA,26,20.81179831,-156.4955123,NA,NA,NA,NA,NA
310.2,F907,F907,HC&S,MA,49,20.82150733,-156.4993746,NA,NA,NA,NA,NA
310.22,F906,F906,HC&S,MA,73,20.82150733,-156.4993746,NA,NA,NA,NA,NA
310.3,Res 91-Fld 906,HC&S,HC&S,MA,49,20.81902002,-156.501901,NA,NA,NA,NA,NA
311,KIHEI 311,HC&S,COOP,MA,26,20.78513334,-156.4505143,USC00514489,NA,NA,NA,NA
311.1,Field 908,HC&S,STATE,MA,6,20.80179877,-156.4671802,NA,NA,NA,NA,NA
311.2,Kealia Pond NWR,Kealia Pond NWR,RAWS,MA,3.6576,20.7975,-156.4772222,NA,KPDH1,32B2C438,NA,NA
311.3,KulanihakoiRaingagenrKihei,USGS,USGS,MA,10.668,20.76514444,-156.4480167,NA,NA,NA,NA,NA
311.4,Kihei,HC&S,HC&S,MA,7,20.7634685,-156.4516256,NA,NA,NA,NA,NA
311.5,Kihei 2,NWS,HydroNet-UaNet,MA,54.5592,20.7061005,-156.437,NA,KHIH1,93202508,NA,NA
311.6,F820,F820,HC&S,MA,68,20.79125141,-156.4421843,NA,NA,NA,NA,NA
311.7,F911,F911,HC&S,MA,67,20.81911804,-156.4730019,NA,NA,NA,NA,NA
312,PUUNENE CAA AIRPORT,FAA,COOP,MA,39.9,20.83333,-156.46667,USW00022525,NA,NA,NA,NA
312.1,Res 90 Ap Vil,HC&S,STATE,MA,38,20.821849,-156.456012,NA,NA,NA,NA,NA
312.2,F916,F916,HC&S,MA,33,20.82126779,-156.4552487,NA,NA,NA,NA,NA
313,CAMP K 3 HCS 313,HC&S,COOP,MA,78.9,20.81667,-156.43333,USC00510260,NA,NA,NA,NA
313.2,Field 710,HC&S,HC&S,MA,26,20.81790806,-156.4305147,NA,NA,NA,NA,NA
313.4,F811,F811,HC&S,MA,105,20.80733084,-156.431548,NA,NA,NA,NA,NA
314,Res 81,HC&S,STATE,MA,162,20.81679691,-156.4038492,NA,NA,NA,NA,NA
314.1,Field 412,HC&S,HC&S,MA,192,20.79985392,-156.4080159,NA,NA,NA,NA,NA
314.2,F415,F415,HC&S,MA,211,20.7839958,-156.4081719,NA,NA,NA,NA,NA
314.3,F805,F805,HC&S,MA,149,20.8141153,-156.416852,NA,NA,NA,NA,NA
315,PULEHU 315,HC&S,COOP,MA,136.9,20.8333,-156.41667,USC00518275,NA,NA,NA,NA
315.1,F406,F406,HC&S,MA,158,20.8249298,-156.4062924,NA,NA,NA,NA,NA
316,Field 405,HC&S,STATE,MA,203,20.82346299,-156.3921829,NA,NA,NA,NA,NA
316.1,Field 506,HC&S,STATE,MA,139,20.83512872,-156.4021823,NA,NA,NA,NA,NA
316.4,F506,F506,HC&S,MA,168,20.83612045,-156.4021379,NA,NA,NA,NA,NA
317,Field 401,HC&S,STATE,MA,252,20.8134638,-156.3832945,NA,NA,NA,NA,NA
317.1,Field 408 Masi,HSPA,STATE,MA,238,20.81179728,-156.3871833,NA,NA,NA,NA,NA
317.2,Field 413,HC&S,HC&S,MA,237,20.8129083,-156.3891276,NA,NA,NA,NA,NA
317.3,F413,F413,HC&S,MA,256,20.81767236,-156.3869903,NA,NA,NA,NA,NA
318,Waiakoa,HALEAKALA RANCH,STATE,MA,343,20.77680013,-156.3755176,NA,NA,NA,NA,NA
318.1,Field 150,MAUI PINE,STATE,MA,470,20.77013394,-156.3621849,NA,NA,NA,NA,NA
320,Gage 22,LIBBY,STATE,MA,564,20.82012971,-156.3288523,NA,NA,NA,NA,NA
320.1,Field 47,LIBBY,STATE,MA,335,20.82679594,-156.3555177,NA,NA,NA,NA,NA
320.2,Gage 27,LIBBY,STATE,MA,622,20.81679659,-156.3188528,NA,NA,NA,NA,NA
321,Puu Ka Kae,HALEAKALA RANCH,STATE,MA,488,20.79179878,-156.3538517,NA,NA,NA,NA,NA
321.1,Field 60,MAUI PINE,STATE,MA,369,20.81346371,-156.3588511,NA,NA,NA,NA,NA
321.2,Field 58,MAUI PINE,STATE,MA,567,20.80679748,-156.3371855,NA,NA,NA,NA,NA
321.3,Omaopio,HAWN PINE,STATE,MA,473,20.80513101,-156.3505182,NA,NA,NA,NA,NA
321.4,Field 400,HC&S,HC&S,MA,302,20.82068538,-156.3685728,NA,NA,NA,NA,NA
321.6,F400,F400,HC&S,MA,323,20.82032023,-156.3680169,NA,NA,NA,NA,NA
322,Erehwon Makai,HALEAKALA RANCH,STATE,MA,561,20.77679997,-156.3455189,NA,NA,NA,NA,NA
322.1,Field 100,MAUI PINE,STATE,MA,390,20.79179883,-156.3638513,NA,NA,NA,NA,NA
323,Garcia,HALEAKALA RANCH,STATE,MA,759,20.78013291,-156.3255197,NA,NA,NA,NA,NA
323.1,Field W,MAUI PINE,STATE,MA,701,20.79679822,-156.3255194,NA,NA,NA,NA,NA
323.2,KULA HEIGHTS 323.2,KEN WILEY,COOP,MA,768,20.78513247,-156.3205198,USC00515003,NA,NA,NA,NA
324,Erehwon Mauka,HALEAKALA RANCH,STATE,MA,1143,20.75346829,-156.3071874,NA,NA,NA,NA,NA
324.1,Kula,FG CORREA,STATE,MA,823,20.74346934,-156.3371862,NA,NA,NA,NA,NA
324.2,Kula,USDA FRUIT FLY LAB,STATE,MA,1143,20.7534683,-156.308854,NA,NA,NA,NA,NA
324.3,Kula,USDA FRUIT FLY LAB,STATE,MA,1113,20.74013616,-156.3171871,NA,NA,NA,NA,NA
324.4,Kula Korte,K KORTE,STATE,MA,1140,20.75485708,-156.3091317,NA,NA,NA,NA,NA
324.5,KULA BRNCH STATION 324.5,UH EXP STA,COOP,MA,930,20.7586,-156.3211,USC00518743,NA,NA,NA,NA
324.6,KULA AG HN-119,HaleNet,HaleNet,MA,965,20.75788889,-156.3200278,NA,NA,NA,NA,NA
324.7,Kula Branch Stn,NWS,HydroNet-UaNet,MA,944.88,20.7577991,-156.3217,USC00515000,KBSH1,93220610,NA,NA
325,Field 291,MAUI PINE,STATE,MA,598,20.8101305,-156.3271858,NA,NA,NA,NA,NA
325.1,Kalialinui,HALEAKALA RANCH,STATE,MA,595,20.80679747,-156.3338523,NA,NA,NA,NA,NA
325.2,Fld 298,MAUI PINE,STATE,MA,561,20.81429686,-156.3324633,NA,NA,NA,NA,NA
326,Nolle Smith,MRS C NOLLESMITH,STATE,MA,1049,20.76013442,-156.3105205,NA,NA,NA,NA,NA
327,Field 290,MAUI PINE,STATE,MA,799,20.80179774,-156.3138532,NA,NA,NA,NA,NA
327.1,Kula Camp,MAUI PINE,STATE,MA,671,20.80513088,-156.3238528,NA,NA,NA,NA,NA
327.2,Tompkin-Kulakai,TOMPKIN G W,STATE,MA,720,20.79568717,-156.3207974,NA,NA,NA,NA,NA
328,KULA EREHWON 328,M ISOBE,COOP,MA,1174,20.75180173,-156.3038542,USC00515001,NA,NA,NA,NA
328.2,Haleakala,USDA FRUIT FLY LAB,STATE,MA,1677,20.75513454,-156.2771886,NA,NA,NA,NA,NA
328.4,PU'U PAHU HN-106,HaleNet,HaleNet,MA,960,20.75763889,-156.2775,NA,NA,NA,NA,NA
329,LOWER KAHUKU CS,BD OF A&F,STATE,MA,1149,20.80179746,-156.2805211,NA,LKHH1,NA,NA,NA
329.1,Olinda,UH EXP STA,STATE,MA,1073,20.80846362,-156.280521,NA,NA,NA,NA,NA
329.2,Olinda-Lindsay,JAMES LINDSAY,STATE,MA,1091,20.80679707,-156.2791322,NA,NA,NA,NA,NA
329.3,Olinda-Boyum,SEVATH BOYUM,STATE,MA,1001,20.8134633,-156.2874651,NA,NA,NA,NA,NA
330,Gomi,HALEAKALA RANCH,STATE,MA,1067,20.780708,-156.299674,NA,NA,NA,NA,NA
330.2,Kula Lodge,FL JAMES,STATE,MA,979,20.77679969,-156.3071871,NA,NA,NA,NA,NA
331,Mountain,HALEAKALA RANCH,STATE,MA,1677,20.78123,-156.257443,NA,NA,NA,NA,NA
331.2,Mountain Paddock,UNKNOWN,STATE,MA,1677,20.77846577,-156.2588557,NA,NA,NA,NA,NA
332,OLINDA NUMBER 1 332,MAUI COUNTY DWS,COOP,MA,1258,20.79679779,-156.2738548,USC00517040,NA,NA,NA,NA
333,UKULELE 333,HALEAKALA RANCH,COOP,MA,1595,20.79179801,-156.2521891,USC00518744,NA,NA,NA,NA
334,Olinda 2,MAUI COUNTY DWS,STATE,MA,1284,20.80513035,-156.2571887,NA,NA,NA,NA,NA
334.1,Olinda 3,MAUI COUNTY DWS,STATE,MA,890,20.82818424,-156.2719099,NA,NA,NA,NA,NA
335,Intake,HALEAKALA RANCH,STATE,MA,1601,20.79179798,-156.2338568,NA,NA,NA,NA,NA
335.1,Haleakala Ranch,HALEAKALA RANCH,STATE,MA,1512,20.79679758,-156.2388565,NA,NA,NA,NA,NA
336,WAIKAMOI DAM 336,EMI,COOP,MA,1317,20.8089,-156.2299,USC00519335,NA,NA,NA,NA
336.1,Opana,EMI,STATE,MA,1273,20.81179642,-156.2421893,NA,NA,NA,NA,NA
337,south rim,south rim,CraterNet,MA,2898,20.703948,-156.241101,NA,NA,NA,NA,NA
337.1,Sliding Sands,Sliding Sands,CraterNet,MA,2697,20.714563,-156.2394,NA,NA,NA,NA,NA
337.11,Pohaku Palaha,Pohaku Palaha,CraterNet,MA,2461,20.7300298,-156.140176,NA,NA,NA,NA,NA
337.12,Puu Alaea,Puu Alaea,CraterNet,MA,2282,20.73782363,-156.1453106,NA,NA,NA,NA,NA
337.13,Paliku,Paliku,CraterNet,MA,1927,20.71236611,-156.1437572,NA,NA,NA,NA,NA
337.2,Puu o Pele,Puu o Pele,CraterNet,MA,2424,20.709651,-156.224485,NA,NA,NA,NA,NA
337.3,Lava lake,Lava lake,CraterNet,MA,2270,20.718443,-156.212261,NA,NA,NA,NA,NA
337.4,Silversword loop,Silversword loop,CraterNet,MA,2186,20.731704,-156.205387,NA,NA,NA,NA,NA
337.5,Leleiwi,Leleiwi,CraterNet,MA,2722,20.74337371,-156.2288651,NA,NA,NA,NA,NA
337.6,Puu Nole,Puu Nole,CraterNet,MA,2261,20.717807,-156.188007,NA,NA,NA,NA,NA
337.7,Hanakauhi,Hanakauhi,CraterNet,MA,2645,20.73567887,-156.1754875,NA,NA,NA,NA,NA
337.8,Aloha Park,Aloha Park,CraterNet,MA,2455,20.73555054,-156.1587809,NA,NA,NA,NA,NA
337.9,Laie,Laie,CraterNet,MA,2051,20.7229056,-156.1544823,NA,NA,NA,NA,NA
338,HALEAKALA RANGER STATION 338,HAWAII T PARK,COOP,MA,2143,20.75846738,-156.2455233,USC00511004,NA,NA,NA,NA
338.1,Honomanu Gulch,EMI,STATE,MA,2302,20.75680091,-156.2255246,NA,NA,NA,NA,NA
338.2,Waikamoi,BD OF A&F,STATE,MA,2050,20.76846654,-156.230524,NA,NA,NA,NA,NA
338.3,Haleakala Ranch,USN,STATE,MA,2973,20.71347155,-156.2505236,NA,NA,NA,NA,NA
338.4,HALEAKALA SUMMIT 338,SMITHSONIAN INST 1,COOP,MA,3037,20.71667,-156.26667,USC00511008,NA,NA,NA,NA
338.5,KOLE KOLE,REBER GROTE      1,COOP,MA,3055,20.70680551,-156.2555234,USC00514725,NA,NA,NA,NA
338.7,Haleakala,USDA FRUIT FLY LAB,STATE,MA,2805,20.73513619,-156.2371909,NA,NA,NA,NA,NA
339.4,PARK HQ HN-151,HaleNet,HaleNet,MA,2120,20.75980556,-156.2481667,NA,NA,NA,NA,NA
339.5,NENE NEST HN-152,HaleNet,HaleNet,MA,2590,20.73819444,-156.2458333,NA,NA,NA,NA,NA
339.6,SUMMIT HN-153,HaleNet,HaleNet,MA,2990,20.71036111,-156.25675,NA,NA,NA,NA,NA
340,Waikamoi,HALEAKALA RANCH,STATE,MA,1756,20.78346532,-156.2271907,NA,NA,NA,NA,NA
341,HONOMANU GULCH 341,HALEAKALA RANCH,COOP,MA,1914,20.77778,-156.23111,USC00511935,NA,NA,NA,NA
341.1,Waikamoi Run1,BD OF A&F,STATE,MA,1936,20.77513264,-156.2305239,NA,NA,NA,NA,NA
341.2,Waikamoi Run2,BD OF A&F,STATE,MA,2159,20.76346699,-156.2271911,NA,NA,NA,NA,NA
341.3,Waikamoi Run3,BD OF A&F,STATE,MA,1988,20.77346608,-156.2405233,NA,NA,NA,NA,NA
341.4,Waikamoi Run4,BD OF A&F,STATE,MA,1918,20.77846569,-156.2405232,NA,NA,NA,NA,NA
341.6,Puu Nianiau,UNKNOWN,STATE,MA,1951,20.77513261,-156.2405233,NA,NA,NA,NA,NA
341.7,WAIKAMOI HN-142,HaleNet,HaleNet,MA,1960,20.76846654,-156.230524,NA,NA,NA,NA,NA
342,Puohakamoa,MAUI COUNTY WATER,STATE,MA,1311,20.8034637,-156.2205239,NA,NA,NA,NA,NA
343,PUOHOKAMOA 2 343,EMI,COOP,MA,909,20.82679503,-156.2121905,USC00518336,NA,NA,NA,NA
343.1,Middle Branch,USGS,USGS,MA,884,20.82512849,-156.2110795,NA,NA,NA,NA,NA
344,HONOMANU MAUKA 344,EMI,COOP,MA,915,20.8201289,-156.2088575,USC00511940,NA,NA,NA,NA
344.2,Fld 413 Masi,HSPA,STATE,MA,237,20.82123992,-156.209413,NA,NA,NA,NA,NA
345,EAST HONOMANU 345,EMI,COOP,MA,976,20.81179616,-156.1971916,USC00510452,NA,NA,NA,NA
346,KEANAE 346,EMI,COOP,MA,296,20.82679408,-156.1638595,USC00514091,NA,NA,NA,NA
346.1,Keanae Valley,EMI,STATE,MA,598,20.81846196,-156.1805255,NA,NA,NA,NA,NA
348,WAILUA IKI 348,EMI,COOP,MA,802,20.8,-156.15,USC00519460,NA,NA,NA,NA
348.1,Wailua Iki 7,EMI,STATE,MA,811,20.79179739,-156.1505279,NA,NA,NA,NA,NA
348.2,Wailua Iki 5,EMI,STATE,MA,610,20.8051292,-156.1421946,NA,NA,NA,NA,NA
348.3,Wailua Iki 8,EMI,STATE,MA,503,20.81179506,-156.1388612,NA,NA,NA,NA,NA
348.5,WestWailuaikiRainGagenrKeanae,USGS,USGS,MA,472.44,20.81436111,-156.1429722,NA,WWKH1,DD5E710A,NA,NA
350,PAAKEA 350,EMI,COOP,MA,390,20.81179461,-156.1171956,USC00517194,NA,NA,NA,NA
350.1,Nahiku,NAHIKU RUBBER,STATE,MA,226,20.81179439,-156.0938637,NA,NA,NA,NA,NA
350.2,Nahiku Mauka,WF POGUE,STATE,MA,488,20.79346351,-156.0971973,NA,NA,NA,NA,NA
350.3,Nahiku,RH WOERALL,STATE,MA,37,20.8234593,-156.0905301,NA,NA,NA,NA,NA
351,Kuhiwa Gulch,EMI,STATE,MA,841,20.77679871,-156.1105303,NA,NA,NA,NA,NA
352,PUU PAKI 352,COOP,COOP,MA,658,20.77361,-156.05667,USC00518553,NA,NA,NA,NA
352.1,HONOMAELE MAUKA,KAELEKU SUGAR,COOP,MA,762,20.76179949,-156.0538669,USC00511920,NA,NA,NA,NA
352.2,Mokulehua,BD OF A&F,STATE,MA,201,20.79346279,-156.0555327,NA,NA,NA,NA,NA
353,Hana AP,NWS,HydroNet-UaNet,MA,19,20.7946,-156.0157,USC00511125,HNAH1,B150314C,NA,NA
354,HANA,HA RANCH,COOP,MA,40,20.74957743,-155.9872048,USC00511122,NA,NA,NA,NA
354.1,HANA MAUKA,KAELEKU SUGAR,COOP,MA,524,20.75180013,-156.0238688,USC00511211,NA,NA,NA,NA
354.2,Hana Plantation,KS GJERDRUM,STATE,MA,61,20.73846802,-155.9888716,NA,NA,NA,NA,NA
354.3,Hana Iuka,KS GJERDRUM,STATE,MA,549,20.73846852,-156.0172028,NA,NA,NA,NA,NA
355,HANA AIRPORT 355,HAWN AIRLINES,COOP,MA,24,20.792,-156.017,USC00511125,NA,NA,NA,NA
355.1,KAELEKU,KAELEKU SUGAR,COOP,MA,91,20.78346257,-156.0222012,USC00512398,NA,NA,NA,NA
355.2,HONOMAELE 355.2,HONOMAELE 355.2,COOP,MA,104,20.7939,-156.0414,USC00511921,NA,NA,NA,NA
360,Field I-3,PIONEER MILL,STATE,MA,61,20.90679252,-156.6788398,NA,NA,NA,NA,NA
361,LAHAINA 361,PIONEER MILL,COOP,MA,78,20.87679494,-156.6738405,USC00515177,NA,NA,NA,NA
361.1,Lahainaluna,NWS,HydroNet-UaNet,MA,238.0488,20.8909,-156.6556,NA,LAHH1,81700366,NA,NA
361.2,Kahoma Stream,USGS,STATE,MA,27,20.88262771,-156.6738404,NA,NA,NA,NA,NA
362,Frank Lua,PIONEER MILL,STATE,MA,23,20.87012822,-156.6666182,NA,NA,NA,NA,NA
363,Field F-1,PIONEER MILL,STATE,MA,274,20.91012466,-156.6588399,NA,NA,NA,NA,NA
364,WAHIKULI 364,PIONEER MILL,COOP,MA,177,20.89679257,-156.6621736,USC00518955,NA,NA,NA,NA
365,Field MD-1,PIONEER MILL,STATE,MA,23,20.86012915,-156.662174,NA,NA,NA,NA,NA
365.1,Field MC 1,PIONEER MILL,STATE,MA,84,20.86179494,-156.6555072,NA,NA,NA,NA,NA
365.2,Field MA-1,PIONEER MILL,STATE,MA,198,20.86346063,-156.6438405,NA,NA,NA,NA,NA
366,Field LB-2,PIONEER MILL,STATE,MA,174,20.881996,-156.656526,NA,NA,NA,NA,NA
367,Joe Lua,PIONEER MILL,STATE,MA,84,20.87179411,-156.6588404,NA,NA,NA,NA,NA
370,Field E-1,PIONEER MILL,STATE,MA,390,20.90679158,-156.6518957,NA,NA,NA,NA,NA
371,Field LB-7,PIONEER MILL,STATE,MA,160,20.87012701,-156.650507,NA,NA,NA,NA,NA
372,LAUNIUPOKO VILLG 372,PIONEER MILL,COOP,MA,76,20.85179493,-156.6455071,USC00515408,NA,NA,NA,NA
372.1,Field MC-7,PIONEER MILL,STATE,MA,30,20.846536,-156.649414,NA,NA,NA,NA,NA
373,Field LA-5,PIONEER MILL,STATE,MA,297,20.87845968,-156.6455071,NA,NA,NA,NA,NA
374,KAHOMA INTAKE 374,PIONEER MILL,COOP,MA,610,20.901204,-156.623574,USC00512552,NA,NA,NA,NA
375,KAUAULA INTAKE 375,PIONEER MILL,COOP,MA,482,20.87679294,-156.6221744,USC00513433,NA,NA,NA,NA
376,LAUNIUPOKO INTAKE 376,PIONEER MILL,COOP,MA,390,20.854119,-156.617207,USC00515404,NA,NA,NA,NA
377,OLOWALU GULCH 377,PIONEER MILL,COOP,MA,232,20.840639,-156.593579,USC00517066,NA,NA,NA,NA
378,Power House 2,PIONEER MILL,STATE,MA,305,20.87345987,-156.6405072,NA,NA,NA,NA,NA
380,PuuKukuiRainGageatalt,BALDWIN PKRS,USGS,MA,1759,20.89083333,-156.6008333,USC00514887,PKKH1,DD73556E,NA,NA
386,WAILUKU 386,WAILUKU SUGAR,COOP,MA,55,20.89345755,-156.4971783,USC00519484,NA,NA,NA,NA
386.1,Wailuku,WAILUKU SUGAR,STATE,MA,119,20.88345869,-156.507178,NA,NA,NA,NA,NA
386.2,Wailuku Alex,WP ALEXANDER,STATE,MA,76,20.88345861,-156.5021781,NA,NA,NA,NA,NA
386.4,Happy Valley,WILLIAM COPE,STATE,MA,91,20.89290221,-156.5057891,NA,NA,NA,NA,NA
386.5,Field 37,WAILUKU SUGAR,STATE,MA,134,20.90290154,-156.5118999,NA,NA,NA,NA,NA
